date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:50:16	26644/26644	U-----	200	untouched ('')	application/pdf	etag:%226814-4d17c2d6eba45%22	http://www.objectmentor.com/resources/articles/srp.pdf	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.objectmentor.com/resources/articles/srp.pdf	(from )
10:50:16	77879/77879	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2009%20Sep%202015%2008:50:19%20GMT	https://wiki.apache.org/solr/Solrj	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/wiki.apache.org/solr/Solrj.html	(from )
10:50:16	70775/70775	U-----	200	untouched ('')	application/pdf	etag:%2211477-4d17c1c531d7c%22	http://www.objectmentor.com/resources/articles/ocp.pdf	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.objectmentor.com/resources/articles/ocp.pdf	(from )
10:50:16	47304/47304	U-----	200	untouched ('OK')	text/html	date:Wed,%2009%20Sep%202015%2008:47:42%20GMT	http://www.oracle.com/technetwork/java/javase/jdbc/index.html	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.oracle.com/technetwork/java/javase/jdbc/index.html	(from )
10:50:17	22865/22865	U--M-Z	200	updated ('OK')	text/html	etag:%225951-51ef2c5213b88-gzip%22	https://maven.apache.org/	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/maven.apache.org/index.html	(from )
10:50:17	47221/47221	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2009%20Sep%202015%2008:50:21%20GMT	http://stackoverflow.com/tags/jpa/info	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/stackoverflow.com/tags/jpa/info.html	(from )
10:50:17	14200/14200	U-----	200	untouched ('OK')	text/html	date:Mon,%2007%20Sep%202015%2021:56:01%20GMT	http://hibernate.org/ogm/	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/hibernate.org/ogm/index.html	(from )
10:50:17	7001/7001	U-----	200	untouched ('OK')	text/html	etag:%221329002191%22	https://xkcd.com/927/	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/xkcd.com/927/index.html	(from )
10:50:18	30818/30818	U--M-Z	200	updated ('OK')	text/html	etag:%22b0fb8-7862-515668b54ef00%22	http://www.eclipse.org/eclipselink/	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.eclipse.org/eclipselink/index.html	(from )
10:50:18	25929/25929	U--M-Z	200	updated ('OK')	text/html	etag:%226549-4f973220121e9-gzip%22	http://openjpa.apache.org/	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/openjpa.apache.org/index.html	(from )
10:50:18	52996/52996	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2009%20Sep%202015%2008:50:21%20GMT	https://msdn.microsoft.com/en-us/library/5ybdbtte(v=vs.71).aspx	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/msdn.microsoft.com/en-us/library/5ybdbtte(v=vs.71).html	(from )
10:50:18	78526/78526	U-----	200	untouched ('OK')	text/html	date:Wed,%2009%20Sep%202015%2008:47:45%20GMT	http://www.oracle.com/technetwork/java/javaee/tech/index.html	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.oracle.com/technetwork/java/javaee/tech/index.html	(from )
10:50:18	33963/33963	U-----	200	untouched ('OK')	text/html	date:Wed,%2009%20Sep%202015%2007:24:52%20GMT	http://www.w3schools.com/sql/sql_like.asp	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.w3schools.com/sql/sql_like.html	(from )
10:50:19	10057/10057	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2009%20Sep%202015%2008:50:23%20GMT	http://www.lucenetutorial.com/basic-concepts.html	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.lucenetutorial.com/basic-concepts.html	(from )
10:50:19	23051/23051	U--M-Z	200	updated ('OK')	text/html	etag:%225a0b-51e0114172da4-gzip%22	http://lucene.apache.org/solr/	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/lucene.apache.org/solr/index.html	(from )
10:50:21	23163/23163	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2009%20Sep%202015%2008:50:24%20GMT	https://wiki.apache.org/solr/SolrSecurity	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/wiki.apache.org/solr/SolrSecurity.html	(from )
10:50:21	9861/9861	U-----	200	untouched ('OK')	text/html	date:Thu,%2009%20Jan%202014%2020:07:48%20GMT	http://www.elastichq.org/	C:/Users/Martin/Documents/GitHub/Bachelor-Thesis/Quellen/www.elastichq.org/index.html	(from )
